PROVINCIA;CIUDAD;UNIVERSIDAD;FACULTAD;CARRERA;M.POPULAR / M.ACADÉMICA;AÑO DEL ÚLTIMO PLAN DE ESTUDIOS RELEVADO;PLAN DE ESTUDIOS
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Tecnicatura en Composición Musical con Medios Electroacústicos;Académica con menciones a lo popular;2023;https://drive.google.com/file/d/1ZIRKWjeMmZLoc5A7HR_5lbV37zgyldg3/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Tecnicatura Universitaria en Arreglos Musicales;Popular;2022;https://drive.google.com/file/d/1qE357mADrXxamsesJk4lJZlDuEgNHvsF/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciado en Música con orientación en Canto ;Académica;2023; https://drive.google.com/file/d/1o5RZdHKKBWc0a4Oxx33s70zbR-nwj45_/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciado en Música con orientación en Clarinete;Académica;2023; https://drive.google.com/file/d/1yArwb_-6_t6XPC62lOBzop4QlwBw8VAS/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Composición;Académica;2023;https://drive.google.com/file/d/1k-fpPcLiK2FT3suXTlO9tyxjsuwo5AqH/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Contrabajo;Académica;2023; https://drive.google.com/file/d/1Rg_TTSDJ4NoMSOGWCd0APJnRCvzL8KMR/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Dirección coral;Académica;2023; https://drive.google.com/file/d/1pJ9sGrF8lY0WYYQ7OX_nkHAY_PzlDxMO/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Dirección Orquestal;Académica;2023; https://drive.google.com/file/d/1Lz9DQ9WqGNAXODRn1-f1MXBUmv76cb7d/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Flauta;Académica;2023; https://drive.google.com/file/d/1Y6cfyedOO3iEiBqdbNRKbZrfMrWqDTs3/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Guitarra;Académica con menciones a lo popular;2023;https://drive.google.com/file/d/1_BFMIDwbi4UEGYkjPiTYpmSf5qVxHhP3/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Percusión;Académica con menciones a lo popular;2023; https://drive.google.com/file/d/1aOPB85X5na-xeK7RRH8S8UcwTVB9JNWr/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Piano;Académica;2023; https://drive.google.com/file/d/1eR2ocTVUwnYDFXodKnGuGvZgnxvy5LM1/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Saxofón;Académica;2023; https://drive.google.com/file/d/1rpV-P0xHh0AsOp567WaHpgOvZQk7HQ3Z/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Trombón;Académica;2023; https://drive.google.com/file/d/1ZnluTH3M3yc6SGHJOewe3ySwbiOs_ga4/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Viola;Académica;2023; https://drive.google.com/file/d/1odIBacz9GiQ6qVX6lDQ5fyt4Abyg3J3p/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Violín;Académica;2023; https://drive.google.com/file/d/1bzocb9iw5jGUyWsIpMeBfI1QZjQ0-U_t/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música con orientación en Violonchelo;Académica;2023; https://drive.google.com/file/d/1V7CDiy8zp-Fl6HDR_tBAbIXUlNwdeoEY/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Licenciatura en Música Popular;Popular;2023; https://drive.google.com/file/d/1UJu4KPal29q9ewnSpK3oO1n9JK2I3Fon/view?usp=sharing 
Santa Fé;Santa Fé;UNL;Instituto Superior de Música;Profesorado de Música ;Popular con menciones a lo académico;2008; https://drive.google.com/file/d/1hcguTwu95SyE5ZM002xRT_J2deowCCZ2/view?usp=sharing 
La Rioja;La Rioja;UNLaR;Facultad de Humanidades;Licenciatura en Música;Académica;2008;https://drive.google.com/file/d/1v74SrQ98MxbmjnQZkMV67B2RfhokYwBf/view?usp=sharing
La Rioja;La Rioja;UNLaR;Facultad de Humanidades;Licenciatura en Música mención Instrumentos de orquesta;Académica;2008;https://drive.google.com/file/d/1v74SrQ98MxbmjnQZkMV67B2RfhokYwBf/view?usp=sharing
La Rioja;La Rioja;UNLaR;Facultad de Humanidades;Licenciatura en Música mención Canto;Académica;2008;https://drive.google.com/file/d/1v74SrQ98MxbmjnQZkMV67B2RfhokYwBf/view?usp=sharing
La Rioja;La Rioja;UNLaR;Facultad de Humanidades;Licenciatura en Música mención Piano o Guitarra;Académica;2008;https://drive.google.com/file/d/1v74SrQ98MxbmjnQZkMV67B2RfhokYwBf/view?usp=sharing
La Rioja;La Rioja;UNLaR;Facultad de Humanidades;Licenciatura en Música mención Composición;Académica;2008;https://drive.google.com/file/d/1v74SrQ98MxbmjnQZkMV67B2RfhokYwBf/view?usp=sharing
La Rioja;La Rioja;UNLaR;Facultad de Humanidades;Licenciatura en Música mención Dirección Coral;Académica;2008;https://drive.google.com/file/d/1v74SrQ98MxbmjnQZkMV67B2RfhokYwBf/view?usp=sharing
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Canto Orientaciones: Canto Lírico o Canto de Cámara - Titulo intermedio: Tecnicatura en Canto;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Profesorado en Canto Lírico o Canto de Cámara;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Composición - Título intermedio Tecnicatura en Armonía y contrapunto;Académica;2004;  https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Profesorado en Educación Musical;Académica y popular;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Educación Musical;Académica y popular;2004; https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Dirección Coral;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Profesorado en Dirección Coral;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Órgano - Título Intermedio Tecnicatura en Órgano;Académica;2004; https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Profesorado en Órgano;Académica;2004; https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Violín - Título Intermedio Tecnicatura en Violín;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Viola - Título Intermedio Tecnicatura en Viola;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Violonchelo - Título Intermedio Tecnicatura en Violonchelo;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Contrabajo - Título Intermedio Tecnicatura en Contrabajo;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Profesorado en Cuerdas;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Guitarra - Título Intermedio Tecnicatura en Guitarra;Académica con menciones a lo popular;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Profesorado en Guitarrra;Académica con menciones a lo popular;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Piano o en Piano de Cámara - Título Intermedio Tecnicatura en Piano;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Profesorado en Piano;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Flauta - Título Intermedio Tecnicatura en Flauta;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Clarinete Título Intermedio Tecnicatura en Clarinete;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Saxofón - Título Intermedio Tecnicatura en Saxofón;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Fagot - Título Intermedio Tecnicatura en Fagot;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Oboe - Título Intermedio Tecnicatura en Oboe;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Trompeta - Título Intermedio Tecnicatura en Trompeta;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Trombón - Título Intermedio Tecnicatura en Trombón;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Trompa - Título Intermedio Tecnicatura en Trompa;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Tuba - Título Intermedio Tecnicatura en Tuba;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Profesorado en Vientos ;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Profesorado en Composición;Académica;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Licenciatura en Tecnologías Aplicadas al Arte Sonoro;Académica;2004;https://drive.google.com/file/d/1-F7tEpLht1S2KrZfmrsXT-wEEMimQGZR/view?usp=drive_link
Santa Fé;Rosario;UNR;Facultad de Humanidades;Tecnicatura en Batería ;Académica y popular;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view
Santa Fé;Rosario;UNR;Facultad de Humanidades;Tecnicatura en Bandoneón ;Académica y popular;2004;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view
Santa Fé;Rosario;UNR;Facultad de Humanidades;Tecnicatura Universitaria en Interpretación de Bajo Eléctrico ;Popular con menciones a lo académico;2021;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view
Santa Fé;Rosario;UNR;Facultad de Humanidades;Tecnicatura Universitaria en Interpretación de Acordeón;Popular con menciones a lo académico;2021;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view
Santa Fé;Rosario;UNR;Facultad de Humanidades;Tecnicatura Universitaria en Interpretación de Guitarra Eléctrica;Popular con menciones a lo académico;2021;https://drive.google.com/file/d/1BXZ8PGj9mJx-59AcxWjXjAD8IZFAm2ux/view
San Luis;San Luis;UNSL;Faculdad de Ciencias Humanas;Tecnicatura Universitaria en Producción Musical;Popular;2018;https://drive.google.com/file/d/1SMXlzh7K7_gGi98HXu89csVwY4ix6Kdu/view?usp=drive_link 
San Luis;San Luis;UNSL;Facultad de Ciencias Humanas;Profesorado Universitario en Música Popular Latinoamericana;Popular;2016;https://drive.google.com/file/d/1y5OHgCPejpVuqqXm29g2dKjLEUW3FsEW/view?usp=drive_link 
Córdoba;Villa Maria;UNVM;Instituto de Ciencias Humanas;Licenciatura en Composición Musical con Orientación en Música Popular;Popular;2005;https://drive.google.com/file/d/1_dIxQ2ZK3hOVTY5RTqUJi4ZXHjaHcEeQ/view?usp=drive_link
Córdoba;Córdoba;UNC;Facultad de Artes;"Licenciatura en Composición Musical con Orientación en Lenguajes Contemporáneos
";Académica;2010;https://artes.unc.edu.ar/files/LCM-ORIEN-LENG-CONT-RHCS_1039_2010-lic-en-composicion.pdf 
Córdoba;Córdoba;UNC;Facultad de Artes;"Licenciatura en Dirección Coral
";Académica;2013;https://artes.unc.edu.ar/files/Plan-estudios-Lic-Direccion-Coral.pdf 
Córdoba;Córdoba;UNC;Facultad de Artes;Licenciatura en Interpretación Musical (Piano);Académica;2012;https://artes.unc.edu.ar/wp-content/blogs.dir/2/files/sites/2/LIC.-INTERPRETACION-INSTRUMENTAL-RD_136_2012_organized.pdf 
Córdoba;Córdoba;UNC;Facultad de Artes;Licenciatura en Interpretación Musical (Violín);Académica;2012;https://artes.unc.edu.ar/wp-content/blogs.dir/2/files/sites/2/LIC.-INTERPRETACION-INSTRUMENTAL-RD_136_2012_organized.pdf 
Córdoba;Córdoba;UNC;Facultad de Artes;Licenciatura en Interpretación Musical (Viola);Académica;2012;https://artes.unc.edu.ar/wp-content/blogs.dir/2/files/sites/2/LIC.-INTERPRETACION-INSTRUMENTAL-RD_136_2012_organized.pdf 
Córdoba;Córdoba;UNC;Facultad de Artes;Licenciatura en Interpretación Musical (Violoncello);Académica;2012;https://artes.unc.edu.ar/wp-content/blogs.dir/2/files/sites/2/LIC.-INTERPRETACION-INSTRUMENTAL-RD_136_2012_organized.pdf 
Córdoba;Córdoba;UNC;Facultad de Artes;Profesorado  en Interpretación Musical (Piano);Académica;2011;https://artes.unc.edu.ar/wp-content/blogs.dir/2/files/sites/2/LIC.-INTERPRETACION-INSTRUMENTAL-RD_136_2012_organized.pdf
Córdoba;Córdoba;UNC;Facultad de Artes;Profesorado   en Interpretación Musical (Violín);Académica;2011;https://artes.unc.edu.ar/wp-content/blogs.dir/2/files/sites/2/LIC.-INTERPRETACION-INSTRUMENTAL-RD_136_2012_organized.pdf
Córdoba;Córdoba;UNC;Facultad de Artes;Profesorado   en Interpretación Musical (Viola);Académica;2011;https://artes.unc.edu.ar/wp-content/blogs.dir/2/files/sites/2/LIC.-INTERPRETACION-INSTRUMENTAL-RD_136_2012_organized.pdf
Córdoba;Córdoba;UNC;Facultad de Artes;Profesorado   en Interpretación Musical (Violoncello);Académica;2011;https://artes.unc.edu.ar/wp-content/blogs.dir/2/files/sites/2/LIC.-INTERPRETACION-INSTRUMENTAL-RD_136_2012_organized.pdf
Córdoba;Córdoba;UNC;Facultad de Artes;Profesorado en Educación Musical;Académica;2011;https://artes.unc.edu.ar/files/PEM-2013-RHCD_151_2013.pdf 
Córdoba;Córdoba;UNC;Facultad de Artes;"Licenciatura en Educación Musical
";Académica;2012;https://artes.unc.edu.ar/wp-content/blogs.dir/2/files/sites/2/RHCS_810_2012-Lic-en-Educ-Musical.pdf 
Mendoza;Mendoza;UNCuyo;Facultad de Arte y Diseño;Licenciatura en Violín;Académica;2010 (mod 2018);https://drive.google.com/drive/folders/1_QpyOIT9AR27L0BM6erPSPKjEdgVj8Pa?usp=sharing
Mendoza;Mendoza;UNCuyo;Facultad de Arte y Diseño;Licenciatura en Viola;Académica;2010 (mod 2018);https://drive.google.com/drive/folders/1_QpyOIT9AR27L0BM6erPSPKjEdgVj8Pa?usp=sharing
Mendoza;Mendoza;UNCuyo;Facultad de Arte y Diseño;Licenciatura en Violonchello;Académica;2010 (mod 2018);https://drive.google.com/drive/folders/1_QpyOIT9AR27L0BM6erPSPKjEdgVj8Pa?usp=sharing
Mendoza;Mendoza;UNCuyo;Facultad de Arte y Diseño;Licenciatura en Contrabajo;Académica;2010 (mod 2018);https://drive.google.com/drive/folders/1_QpyOIT9AR27L0BM6erPSPKjEdgVj8Pa?usp=sharing
Mendoza;Mendoza;UNCuyo;Facultad de Arte y Diseño;Licenciatura en Arpa;Académica;2010 (mod 2018);https://drive.google.com/drive/folders/1_QpyOIT9AR27L0BM6erPSPKjEdgVj8Pa?usp=sharing
Mendoza;Mendoza;UNCuyo;Facultad de Arte y Diseño;Licenciatura en Flauta;Académica;2010 (mod 2018);https://drive.google.com/drive/folders/1_QpyOIT9AR27L0BM6erPSPKjEdgVj8Pa?usp=sharing
